id,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cient Type 
135,MS41162,Arizona,4022.96,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,117,6,1,0,1,Personal Auto,Personal L3,Offer1,Agent,975.11,SUV,Medsize,1
136,PU25891,Oregon,9618.31,No,Basic,High School or Below,1/11/11,Employed,F,80536,Rural,Married,119,5,83,0,3,Special Auto,Special L2,Offer1,Branch,53.8,Sports Car,Medsize,2
137,RB81636,Washington,2274.78,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,63,2,5,0,1,Personal Auto,Personal L2,Offer2,Agent,606.64,Four-Door Car,Small,1
138,SX26335,Oregon,9552.93,No,Extended,College,2/8/11,Employed,F,97732,Urban,Married,79,0,70,0,2,Personal Auto,Personal L3,Offer4,Branch,289.91,Four-Door Car,Medsize,3
139,AZ95587,Arizona,10388.55,No,Extended,Bachelor,1/11/11,Employed,F,61222,Urban,Single,89,20,55,0,2,Special Auto,Special L3,Offer3,Branch,392.6,Four-Door Car,Small,2
140,DS81757,Oregon,2470.12,No,Basic,College,1/9/11,Unemployed,M,0,Suburban,Single,74,7,20,0,1,Personal Auto,Personal L1,Offer4,Web,721.24,Two-Door Car,Large,1
141,OJ94107,Arizona,5619.07,No,Premium,Master,2/4/11,Employed,M,50335,Urban,Married,140,9,54,0,1,Personal Auto,Personal L2,Offer1,Call Center,456.52,SUV,Medsize,2
142,LP84436,California,9047.12,No,Extended,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,127,30,11,0,6,Personal Auto,Personal L2,Offer3,Branch,1088.0,Sports Car,Medsize,1
143,YV64727,Washington,6692.14,No,Premium,High School or Below,2/16/11,Employed,M,63221,Suburban,Married,168,28,49,0,1,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize,0
144,LM19287,Oregon,3731.5,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,1
145,ZU18643,Nevada,3660.77,No,Extended,Bachelor,1/18/11,Employed,M,64495,Urban,Married,92,34,30,0,1,Corporate Auto,Corporate L2,Offer4,Web,251.99,Four-Door Car,Medsize,3
146,AZ82578,California,7928.83,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize,1
147,XC67861,Arizona,5011.75,No,Basic,Bachelor,1/9/11,Employed,F,28859,Suburban,Divorced,67,24,51,3,4,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize,2
148,YC43143,Arizona,7988.26,No,Extended,High School or Below,2/1/11,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.26,Four-Door Car,Medsize,3
149,EK59571,Oregon,3885.46,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large,1
150,GD83998,Washington,2659.34,No,Basic,Bachelor,1/31/11,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,3
151,WA25797,Washington,8564.77,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Offer2,Agent,178.01,Sports Car,Medsize,3
152,PD27940,Arizona,4885.16,No,Extended,High School or Below,2/12/11,Disabled,M,26372,Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize,3
153,BS77946,Arizona,9753.31,No,Extended,Bachelor,2/24/11,Medical Leave,F,17514,Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Offer1,Branch,8.31,SUV,Medsize,2
154,YM50253,California,2946.15,No,Basic,Bachelor,2/1/11,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.6,Four-Door Car,Medsize,3
155,NR15332,California,2581.11,No,Basic,High School or Below,2/6/11,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small,3
156,RC62865,Oregon,3517.39,No,Extended,College,1/23/11,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56.3,Four-Door Car,Medsize,2
157,CC15295,Oregon,9743.35,No,Extended,Bachelor,1/21/11,Employed,F,24028,Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small,3
158,KA61892,Arizona,3873.65,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.71,Sports Car,Medsize,1
159,OS94884,Arizona,7649.28,No,Basic,Bachelor,1/6/11,Employed,F,52705,Rural,Married,64,14,8,1,2,Personal Auto,Personal L2,Offer1,Web,128.71,Two-Door Car,Large,2
160,ND87334,California,2287.6,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.37,Two-Door Car,Medsize,1
161,ML93326,Washington,4475.42,No,Basic,College,2/27/11,Employed,F,84903,Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Offer1,Agent,497.13,SUV,Medsize,2
162,YL74911,California,8714.92,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,1
163,JP69864,Washington,2248.45,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.86,Four-Door Car,Medsize,1
164,HL53154,California,7416.2,No,Extended,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize,1
165,RI78966,Oregon,7771.16,No,Basic,Master,2/21/11,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465.41,Four-Door Car,Small,1
166,IC13702,California,6968.34,No,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Single,69,33,61,1,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small,1
167,BE10809,California,4250.28,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,1
168,HT87217,Oregon,19776.57,No,Extended,High School or Below,1/16/11,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Offer3,Agent,256.81,Four-Door Car,Medsize,2
169,TH95618,California,21343.47,No,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,1
170,TS19868,California,2413.14,No,Basic,College,1/27/11,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Offer4,Branch,542.32,Four-Door Car,Medsize,3
171,LP45550,Oregon,15363.85,No,Premium,Doctor,1/15/11,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Offer2,Agent,303.15,Four-Door Car,Medsize,1
172,QR87004,Nevada,8456.96,No,Basic,College,1/9/11,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Personal Auto,Personal L3,Offer3,Agent,25.44,Four-Door Car,Medsize,2
173,OE75747,Nevada,2189.64,No,Basic,College,1/28/11,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,1
174,DX91392,California,5780.18,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.99,Four-Door Car,Medsize,3
175,AB72731,California,4639.98,No,Basic,Bachelor,1/4/11,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84.02,Sports Car,Medsize,3
176,RU49126,Washington,4465.34,No,Basic,College,2/1/11,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.82,SUV,Medsize,3
177,IS12901,Arizona,5968.12,No,Basic,Bachelor,1/27/11,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,232.93,Two-Door Car,Medsize,3
178,IX37561,Washington,5097.76,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize,1
179,HH90090,California,4076.63,No,Basic,Bachelor,1/23/11,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Offer2,Call Center,710.43,Sports Car,Small,3
180,IU25463,California,12252.6,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize,1
181,KC11055,Nevada,16936.27,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Offer3,Branch,1122.66,Luxury Car,Medsize,0
182,PD33979,Oregon,4892.44,No,Basic,High School or Below,2/18/11,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408.37,Four-Door Car,Large,3
183,NK71023,Nevada,9942.3,No,Extended,Bachelor,1/19/11,Employed,M,67890,Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,Small,3
184,AB13432,California,3735.84,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,1
185,OZ97704,California,13117.52,No,Basic,High School or Below,2/7/11,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small,2
186,UF46533,California,4574.52,No,Basic,College,1/30/11,Employed,F,99316,Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.36,SUV,Medsize,3
187,XP47431,Arizona,5470.06,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,702.99,SUV,Medsize,3
188,GK73582,California,2978.85,No,Extended,Bachelor,1/13/11,Employed,F,64586,Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,206.84,Four-Door Car,Medsize,3
189,RV98763,Oregon,6410.97,No,Extended,College,2/8/11,Employed,M,61709,Urban,Married,82,5,41,2,7,Personal Auto,Personal L3,Offer3,Branch,275.4,Four-Door Car,Medsize,2
190,II62831,California,4479.02,No,Basic,Master,1/29/11,Employed,M,94656,Urban,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,459.74,SUV,Medsize,3
191,XK33449,California,2383.73,No,Basic,High School or Below,2/5/11,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small,1
192,TR85083,California,2764.49,No,Basic,Bachelor,1/20/11,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,Medsize,3
193,EO95328,Oregon,7920.11,No,Basic,Bachelor,1/27/11,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small,3
194,EN21086,Arizona,6889.1,No,Basic,High School or Below,1/9/11,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small,1
195,YL83902,Washington,3274.19,No,Extended,Bachelor,1/11/11,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,430.99,Four-Door Car,Small,2
196,AZ62651,Oregon,9951.71,No,Premium,High School or Below,2/17/11,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize,0
197,ZW25874,Oregon,2521.56,No,Basic,Bachelor,2/16/11,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Special L3,Offer1,Branch,67.63,Four-Door Car,Medsize,2
198,EH41854,Washington,23706.11,No,Extended,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Personal Auto,Personal L1,Offer3,Branch,844.48,Two-Door Car,Medsize,1
199,MW70227,California,6047.03,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize,2
200,SL22297,California,11140.3,No,Premium,Master,1/21/11,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722.49,SUV,Medsize,0
201,RV14138,Nevada,4334.06,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,1
202,UO62808,Arizona,2799.75,No,Basic,High School or Below,2/4/11,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,481.03,Four-Door Car,Medsize,3
203,ZX64745,California,7923.14,No,Basic,College,1/18/11,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Offer1,Agent,1124.43,SUV,Medsize,1
204,FL34139,California,3688.11,No,Basic,High School or Below,2/3/11,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Personal L2,Offer1,Call Center,669.68,Four-Door Car,Medsize,1
205,TS11219,California,12067.46,No,Basic,College,1/2/11,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,1284.09,SUV,Medsize,1
206,XX12304,California,2924.98,No,Basic,College,1/9/11,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.26,Four-Door Car,Medsize,3
207,SD64087,California,15014.09,No,Premium,College,1/19/11,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small,0
208,OY38576,Oregon,9277.23,No,Basic,High School or Below,1/11/11,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize,3
209,BG76355,Washington,6274.12,No,Extended,Bachelor,1/31/11,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Personal L3,Offer3,Web,115.09,Four-Door Car,Medsize,3
210,IP66913,California,3886.65,No,Extended,High School or Below,1/11/11,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small,3
211,LE95702,California,4386.28,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize,1
212,KX54357,Washington,11365.27,No,Extended,College,1/22/11,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.17,Two-Door Car,Small,3
213,EZ78112,California,5610.96,No,Basic,High School or Below,2/24/11,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,307.96,Four-Door Car,Medsize,2
214,XN16891,Arizona,2912.89,No,Basic,College,2/28/11,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small,3
215,XK31350,Oregon,6915.73,No,Extended,College,1/25/11,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Offer4,Call Center,520.36,Four-Door Car,Large,3
216,CC30924,Oregon,6262.66,No,Premium,College,2/26/11,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.44,Sports Car,Small,3
217,IT78748,Oregon,6503.4,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.67,Two-Door Car,Small,1
218,KY33386,Washington,8007.4,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,1
219,CO44221,California,2929.92,No,Basic,College,1/2/11,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize,3
220,LK60013,Oregon,5969.55,No,Basic,Bachelor,1/26/11,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize,2
221,DE21533,California,5473.16,No,Basic,Bachelor,2/2/11,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize,2
222,YS94121,Nevada,5645.4,No,Basic,High School or Below,2/27/11,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.73,Four-Door Car,Small,2
223,UK68427,Washington,6369.26,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,3
224,TE49565,Oregon,11833.77,No,Basic,College,1/17/11,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small,1
225,RA88421,Oregon,6121.11,No,Extended,College,1/17/11,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize,2
226,KQ51983,Nevada,5159.37,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.75,Two-Door Car,Medsize,1
227,CD88896,Nevada,2514.59,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.12,Four-Door Car,Medsize,3
228,YV22553,Arizona,8668.61,No,Basic,High School or Below,2/20/11,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Offer1,Agent,373.43,SUV,Small,2
229,WU14435,California,4960.97,No,Basic,Bachelor,2/19/11,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.93,Four-Door Car,Small,1
230,XV84099,Arizona,5504.14,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,1
231,RI24911,Arizona,7507.46,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,231.2,Two-Door Car,Medsize,3
232,KO26461,Arizona,32269.85,No,Extended,High School or Below,2/27/11,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,289.9,Four-Door Car,Medsize,2
233,HI14283,Oregon,5657.03,No,Premium,Bachelor,2/1/11,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small,1
234,PT50227,Arizona,5061.76,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize,1
235,BH36570,California,5912.78,No,Basic,Bachelor,1/11/11,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small,2
236,TX17484,California,15182.28,No,Basic,Bachelor,2/10/11,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,105.77,Four-Door Car,Large,2
237,CT41158,Washington,10747.03,No,Extended,College,2/25/11,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.46,SUV,Large,3
238,AO87348,Washington,2050.62,No,Basic,College,2/16/11,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small,1
239,DE55857,Washington,2465.44,No,Basic,Bachelor,1/30/11,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,383.44,Four-Door Car,Small,3
240,LF66923,Nevada,5343.12,No,Basic,High School or Below,2/11/11,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small,3
241,CN24514,Arizona,8119.83,No,Basic,College,1/14/11,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,99.09,Four-Door Car,Large,2
242,UW32074,Oregon,4605.27,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small,1
243,HP36979,California,6408.79,No,Extended,College,2/3/11,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,566.94,Two-Door Car,Large,2
244,PP40919,California,2376.53,No,Extended,College,1/31/11,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize,1
245,RO73268,California,3211.07,No,Extended,Bachelor,2/15/11,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize,1
246,HO61691,Arizona,5094.52,No,Basic,Bachelor,2/27/11,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,3
247,BS13062,Arizona,25755.28,No,Extended,High School or Below,1/21/11,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Personal Auto,Personal L2,Offer4,Call Center,388.8,Four-Door Car,Small,1
248,FO35655,Oregon,8672.23,No,Extended,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,2345.41,Luxury SUV,Medsize,0
249,HR10526,California,8044.73,No,Basic,Master,1/25/11,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,2
250,IA63417,Arizona,4001.52,No,Premium,High School or Below,2/2/11,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,773.47,Two-Door Car,Medsize,1
251,BH35016,Nevada,16706.12,No,Basic,Bachelor,2/9/11,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424.88,Two-Door Car,Medsize,2
252,PK52952,Arizona,8544.41,No,Basic,Doctor,2/28/11,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize,2
253,OD76309,Washington,7805.31,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small,1
254,IL28481,Oregon,6112.76,No,Extended,Bachelor,2/19/11,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.24,Four-Door Car,Large,3
255,GY55092,Nevada,4772.94,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,1
256,UF33451,Oregon,10979.1,No,Extended,Bachelor,2/14/11,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,354.73,SUV,Medsize,2
257,CF15558,California,5004.26,No,Basic,Master,1/30/11,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,284.0,Two-Door Car,Small,3
258,JM62924,Washington,13223.04,No,Extended,Bachelor,2/9/11,Employed,M,37534,Suburban,Married,84,2,0,2,2,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,Medsize,2
259,EM66435,Oregon,2623.32,No,Basic,Bachelor,2/6/11,Employed,F,80210,Rural,Divorced,65,30,28,0,1,Corporate Auto,Corporate L3,Offer1,Agent,20.54,Four-Door Car,Medsize,2
