Customer,State,Customer Lifetime Value,Coverage,Effective To Date,Employment Status,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Total Claim Amount,Vehicle Class,Client Type,Response_No,Response_Yes,Education_Bachelor,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Gender_F,Gender_M,Location Code_Rural,Location Code_Suburban,Location Code_Urban,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Policy_Corporate L1,Policy_Corporate L2,Policy_Corporate L3,Policy_Personal L1,Policy_Personal L2,Policy_Personal L3,Policy_Special L1,Policy_Special L2,Policy_Special L3,Sales Channel_Agent,Sales Channel_Branch,Sales Channel_Call Center,Sales Channel_Web,Vehicle Size_Large,Vehicle Size_Medsize,Vehicle Size_Small,vehicle_class_map,coverage_map,policy_map,renew_offer_type_map,employment_status_map
LU17507,California,39033.08,Basic,2011-01-27,Unemployed,0,180,11,65,0,2,Personal Auto,Offer2,864.0,Luxury SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,1,1,1.0,2
JE32215,California,38887.9,Premium,2011-02-14,Employed,44299,107,0,73,0,2,Personal Auto,Offer2,180.09,Two-Door Car,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.0,3
HE29300,California,38545.71,Basic,2011-01-14,Employed,41104,109,4,10,0,2,Corporate Auto,Offer4,440.03,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,1.0,3
GW14109,California,38496.95,Extended,2011-02-02,Employed,48409,124,13,60,0,2,Special Auto,Offer1,345.21,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,3
WA15684,Oregon,38445.86,Extended,2011-01-29,Employed,27398,125,4,71,1,2,Personal Auto,Offer4,600.0,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2,1,1.0,3
IP65887,Oregon,38410.6,Basic,2011-02-26,Employed,71644,105,19,83,0,2,Corporate Auto,Offer1,504.0,SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
ZI86917,Nevada,38320.82,Basic,2011-10-01,Employed,45277,191,19,0,0,2,Special Auto,Offer2,916.8,Luxury SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,1,1.0,3
DF74270,Nevada,38230.21,Basic,2011-01-16,Employed,80321,105,25,1,0,2,Corporate Auto,Offer4,166.97,SUV,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,1.0,3
GJ47397,Oregon,38055.21,Basic,2011-12-02,Unemployed,0,115,21,78,0,2,Special Auto,Offer2,552.0,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,2
OB32671,Oregon,37939.49,Basic,2011-01-31,Employed,20587,106,14,21,0,2,Personal Auto,Offer3,363.78,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1.5,3
XB97091,Arizona,37243.63,Basic,2011-02-18,Employed,53602,115,15,60,0,2,Personal Auto,Offer1,295.34,Sports Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,3
ZM33786,Arizona,37150.83,Basic,2011-12-01,Disabled,17774,108,0,64,0,2,Personal Auto,Offer3,116.26,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,1.5,2
DT99586,California,37111.66,Basic,2011-08-02,Employed,61552,115,1,95,0,2,Personal Auto,Offer1,12.25,SUV,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
AI58313,Nevada,36946.06,Basic,2011-01-30,Employed,75425,116,25,88,1,2,Personal Auto,Offer2,663.64,Sports Car,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
MX95450,Oregon,36897.8,Extended,2011-02-26,Unemployed,0,133,0,59,0,2,Personal Auto,Offer1,638.4,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
MR39613,California,36860.91,Extended,2011-01-02,Medical Leave,22854,122,28,53,0,2,Special Auto,Offer1,878.4,Sports Car,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2,1,2.0,1
GR12431,California,36860.73,Basic,2011-01-15,Employed,66216,103,34,58,0,2,Personal Auto,Offer2,96.72,Sports Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,3
WE95729,Oregon,36707.43,Basic,2011-01-17,Employed,24804,104,1,28,0,2,Personal Auto,Offer1,593.83,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,2.0,3
MJ25422,Oregon,36695.91,Basic,2011-07-01,Unemployed,0,199,7,93,0,2,Personal Auto,Offer1,1062.09,Luxury SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,1,1,2.0,2
SZ61563,California,36632.53,Extended,2011-01-21,Employed,70908,132,0,71,1,2,Personal Auto,Offer1,521.44,SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2,1,2.0,3
YB14965,Arizona,36516.05,Basic,2011-02-27,Employed,89771,114,5,83,0,2,Personal Auto,Offer1,432.41,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
LC44944,Washington,36470.3,Premium,2011-01-21,Unemployed,0,113,0,9,3,2,Personal Auto,Offer2,813.6,Four-Door Car,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,1,1.0,2
AK46006,Oregon,36293.15,Extended,2011-01-17,Medical Leave,18047,242,5,50,0,2,Personal Auto,Offer1,1350.38,Luxury SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,2,1,2.0,1
BA66627,Nevada,36229.41,Basic,2011-01-21,Employed,22220,105,29,46,0,2,Personal Auto,Offer1,22.45,Sports Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
ZY95807,California,36181.03,Basic,2011-07-01,Unemployed,0,180,15,87,0,2,Corporate Auto,Offer1,864.0,Luxury SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,1,1,2.0,2
EN31802,California,36168.34,Basic,2011-09-01,Employed,74140,101,31,23,2,2,Personal Auto,Offer2,484.8,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,3
GM16780,Oregon,36057.54,Extended,2011-07-02,Employed,90330,137,0,86,3,2,Corporate Auto,Offer1,192.09,Sports Car,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2,1,2.0,3
GD84658,Nevada,35984.1,Extended,2011-01-02,Unemployed,0,129,2,69,0,2,Corporate Auto,Offer1,1267.55,Sports Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
VW88911,Oregon,35944.71,Premium,2011-02-13,Unemployed,0,114,33,55,0,2,Corporate Auto,Offer1,820.8,Four-Door Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,3,1,2.0,2
YR75102,Arizona,35900.08,Basic,2011-08-02,Employed,25285,114,12,84,0,2,Personal Auto,Offer1,547.2,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
PP35705,California,35862.99,Extended,2011-02-26,Medical Leave,26376,121,7,19,0,2,Personal Auto,Offer1,580.8,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,2.0,1
AW77988,Oregon,35850.6,Basic,2011-06-01,Disabled,17588,192,24,92,0,2,Personal Auto,Offer1,1382.4,Luxury Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,1,1,2.0,2
WO25669,Oregon,35692.17,Basic,2011-05-01,Unemployed,0,102,10,90,0,2,Personal Auto,Offer1,1123.21,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,2
GF65731,California,35537.85,Basic,2011-06-02,Unemployed,0,113,15,6,0,2,Personal Auto,Offer1,799.93,Sports Car,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,2.0,2
FV15346,Arizona,35444.31,Extended,2011-01-01,Employed,96853,98,34,68,0,2,Personal Auto,Offer1,565.5,Two-Door Car,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,2.0,3
ZC69696,Arizona,35440.14,Basic,2011-02-16,Employed,74560,110,31,20,0,2,Personal Auto,Offer1,528.0,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
BC53363,Oregon,35227.3,Premium,2011-08-02,Employed,23031,148,26,76,0,2,Special Auto,Offer4,710.4,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,3,1,1.0,3
PU71194,Oregon,35203.57,Premium,2011-02-26,Employed,56343,295,11,69,0,2,Personal Auto,Offer1,1612.96,Luxury Car,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3,1,2.0,3
NM33351,California,35186.26,Extended,2011-02-26,Employed,86134,98,17,78,0,2,Corporate Auto,Offer1,3.25,Two-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2.0,3
WV66165,Oregon,35062.65,Basic,2011-04-02,Employed,84811,111,27,38,0,2,Personal Auto,Offer2,278.28,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1.0,3
GX33877,Arizona,35022.45,Extended,2011-02-22,Employed,25270,99,34,87,0,2,Personal Auto,Offer2,712.8,Two-Door Car,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,1.0,3
VI12468,Oregon,35013.54,Extended,2011-02-24,Unemployed,0,133,1,85,0,2,Personal Auto,Offer2,532.75,SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1.0,2
YX89016,Oregon,34931.0,Premium,2011-02-17,Employed,35005,295,14,46,0,2,Personal Auto,Offer2,1416.0,Luxury Car,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3,1,1.0,3
FQ83162,Washington,34708.87,Basic,2011-01-02,Unemployed,0,109,3,19,0,2,Personal Auto,Offer1,718.7,Sports Car,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,2
HB67642,Arizona,34611.38,Basic,2011-01-14,Employed,20090,109,10,59,0,2,Personal Auto,Offer2,523.2,Sports Car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
CI60365,California,34611.38,Basic,2011-01-14,Employed,20090,109,10,59,0,2,Special Auto,Offer2,523.2,Sports Car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
VU99589,Arizona,34611.38,Basic,2011-01-14,Employed,20090,109,10,59,0,2,Personal Auto,Offer2,523.2,Sports Car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
BL79888,Oregon,34611.38,Basic,2011-01-14,Employed,20090,109,10,59,0,2,Personal Auto,Offer2,523.2,Sports Car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
TD86744,Arizona,34611.38,Basic,2011-01-14,Employed,20090,109,10,59,0,2,Personal Auto,Offer2,523.2,Sports Car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
RA89822,California,34611.38,Basic,2011-01-14,Employed,20090,109,10,59,0,2,Personal Auto,Offer2,523.2,Sports Car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
RR39300,California,34243.51,Extended,2011-08-02,Employed,51255,122,12,0,0,2,Personal Auto,Offer1,421.71,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2,1,2.0,3
HD56196,Oregon,34090.04,Extended,2011-01-24,Employed,51840,94,10,75,0,2,Corporate Auto,Offer2,33.75,Two-Door Car,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,2,1.0,3
WO53546,Oregon,34039.06,Basic,2011-01-28,Unemployed,0,104,26,66,0,2,Personal Auto,Offer2,499.2,Sports Car,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,2
JP82211,California,33873.18,Basic,2011-02-18,Employed,59744,105,1,79,0,2,Personal Auto,Offer1,476.49,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,2.0,3
DS57918,California,33718.84,Basic,2011-01-27,Medical Leave,27500,114,25,47,0,2,Corporate Auto,Offer1,472.28,SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1,2,2.0,1
PY51963,California,33473.35,Basic,2011-11-01,Employed,33190,106,18,95,0,2,Corporate Auto,Offer1,508.8,SUV,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,2,2.0,3
BL90769,California,33473.35,Basic,2011-11-01,Employed,33190,106,18,95,0,2,Personal Auto,Offer1,508.8,SUV,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,3
NQ67659,Nevada,33473.35,Basic,2011-11-01,Employed,33190,106,18,95,0,2,Personal Auto,Offer1,508.8,SUV,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,3
PL54420,Arizona,33473.35,Basic,2011-11-01,Employed,33190,106,18,95,0,2,Personal Auto,Offer1,508.8,SUV,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,3
QZ24527,California,33473.35,Basic,2011-11-01,Employed,33190,106,18,95,0,2,Personal Auto,Offer1,508.8,SUV,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,3
ND68993,Nevada,33473.35,Basic,2011-11-01,Employed,33190,106,18,95,0,2,Personal Auto,Offer1,508.8,SUV,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,3
ZL23478,California,33451.79,Extended,2011-11-02,Employed,85689,92,5,8,0,2,Corporate Auto,Offer1,237.95,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,2.0,3
KZ35883,California,33288.16,Premium,2011-03-02,Employed,91541,118,23,3,0,2,Personal Auto,Offer2,51.55,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.0,3
UH89141,Oregon,33279.77,Basic,2011-01-23,Employed,59130,117,21,7,0,2,Corporate Auto,Offer4,436.53,Sports Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
AH55475,Arizona,33053.27,Extended,2011-01-17,Employed,44246,122,1,18,3,2,Personal Auto,Offer1,585.6,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,1,2.0,3
OF24813,Washington,32961.15,Basic,2011-02-19,Employed,66014,102,34,11,0,2,Personal Auto,Offer2,459.97,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
OO35641,Oregon,32871.75,Basic,2011-05-02,Employed,78487,117,5,17,0,2,Personal Auto,Offer3,448.26,SUV,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.5,3
